landuse,latitudes,longitudes
farmland,"[45.4485874, 45.4485328, 45.4484409, 45.4483235, 45.4482224, 45.4479661, 45.4467496, 45.4463964, 45.4461891, 45.4459117, 45.4450239, 45.4447931, 45.4446876, 45.4446655, 45.444671, 45.4447043, 45.4449262, 45.445065, 45.4452092, 45.4453368, 45.4455033, 45.4456309, 45.4457141, 45.4461969, 45.4462967, 45.4458362, 45.4458529, 45.4459472, 45.4458362, 45.4457363, 45.4456309, 45.4454423, 45.4454474, 45.4462191, 45.4465563, 45.4463205, 45.44748, 45.4476759, 45.4485874]","[9.2597403, 9.2596425, 9.2595624, 9.2595115, 9.2594492, 9.2595479, 9.2595115, 9.2596553, 9.2599259, 9.2601632, 9.2606377, 9.2607907, 9.2609252, 9.2610201, 9.2610913, 9.2611783, 9.2614709, 9.2617002, 9.2618426, 9.2618821, 9.2618347, 9.2617319, 9.2616291, 9.2608461, 9.2609805, 9.2616449, 9.2617556, 9.2618821, 9.2620957, 9.2622222, 9.2623013, 9.2623725, 9.2636932, 9.2633769, 9.2629357, 9.2625884, 9.260989, 9.2612717, 9.2597403]"
grass,"[45.4484879, 45.4484493, 45.4484255, 45.4484154, 45.4484117, 45.4484032, 45.4483891, 45.4483674, 45.4483251, 45.4481087, 45.4482557, 45.4484367, 45.4484879]","[9.2284284, 9.2285612, 9.2286882, 9.2287959, 9.2288495, 9.2288844, 9.2289139, 9.2289353, 9.2289568, 9.229104, 9.2289269, 9.2285108, 9.2284284]"
grass,"[45.4470596, 45.4469561, 45.4468752, 45.4468809, 45.4468987, 45.4469232, 45.446958, 45.4470013, 45.4470596]","[9.2291767, 9.2290721, 9.2291499, 9.2293859, 9.2293041, 9.2292532, 9.2292089, 9.2291794, 9.2291767]"
grass,"[45.448282, 45.4483223, 45.4483427, 45.4483533, 45.4483514, 45.448343, 45.448326, 45.4483025, 45.4482705, 45.4482385, 45.4482056, 45.448167, 45.4481303, 45.4480937, 45.4478057, 45.4477531, 45.4476994, 45.4476458, 45.4476044, 45.4475884, 45.4475724, 45.4475602, 45.4475574, 45.4475639, 45.4475564, 45.4476053, 45.4475658, 45.4475273, 45.4475018, 45.4474774, 45.4474294, 45.4480031, 45.4480588, 45.4481141, 45.4481689, 45.4482214, 45.448282]","[9.2297663, 9.2298325, 9.2298938, 9.2299666, 9.2300364, 9.2301008, 9.2301504, 9.2302027, 9.2302416, 9.2302684, 9.2302872, 9.2302952, 9.2302952, 9.2302858, 9.2301638, 9.2301477, 9.2301423, 9.230149, 9.2301624, 9.2301651, 9.2301571, 9.230137, 9.2301048, 9.2299787, 9.2298915, 9.2297789, 9.229744, 9.2297749, 9.2297172, 9.2296756, 9.2296139, 9.2296028, 9.2296099, 9.2296336, 9.2296649, 9.229702, 9.2297663]"
grass,"[45.4486945, 45.4486924, 45.448676, 45.4486415, 45.4485944, 45.448537, 45.4484695, 45.4484139, 45.4483558, 45.448314, 45.4482251, 45.4481576, 45.4480718, 45.4479243, 45.4480746, 45.4481583, 45.4482301, 45.4483247, 45.4483767, 45.4484415, 45.4485082, 45.4485519, 45.4486036, 45.4486513, 45.4486752, 45.4486945]","[9.2293642, 9.2294493, 9.2295279, 9.2296076, 9.229669, 9.2297102, 9.229728, 9.2297213, 9.2296924, 9.2296538, 9.2295572, 9.229504, 9.2294513, 9.2294007, 9.2293453, 9.2292943, 9.2292357, 9.2291236, 9.2290833, 9.229062, 9.2290674, 9.2290865, 9.2291293, 9.2291992, 9.2292582, 9.2293642]"
grass,"[45.4470258, 45.4470135, 45.4470135, 45.4470258, 45.4470465, 45.4470756, 45.4471366, 45.447547, 45.4475432, 45.4475404, 45.4471962, 45.4471435, 45.4470258]","[9.2290051, 9.2290386, 9.2290708, 9.229103, 9.2291258, 9.2291486, 9.2291629, 9.2291566, 9.2291273, 9.2290928, 9.2290638, 9.2288891, 9.2290051]"
recreation_ground,"[45.4436216, 45.4436435, 45.4436591, 45.4436638, 45.443657, 45.4436395, 45.4436134, 45.443582, 45.4435488, 45.4435181, 45.4434934, 45.4434788, 45.4434731, 45.4434766, 45.4434892, 45.4435095, 45.4435356, 45.4435649, 45.4435945, 45.4436216]","[9.2290279, 9.2290569, 9.2290985, 9.2291453, 9.2291915, 9.2292316, 9.2292608, 9.2292755, 9.229274, 9.2292564, 9.2292249, 9.2291877, 9.229146, 9.2291037, 9.2290651, 9.2290339, 9.2290132, 9.229005, 9.22901, 9.2290279]"
industrial,"[45.4408155, 45.4406209, 45.4407549, 45.4415337, 45.4412962, 45.4408155]","[9.2369019, 9.2375137, 9.2381836, 9.2378687, 9.2366977, 9.2369019]"
commercial,"[45.4414073, 45.441668, 45.4417033, 45.4422823, 45.442385, 45.4424229, 45.4424632, 45.4425019, 45.4421392, 45.4419401, 45.4406682, 45.4403439, 45.4400831, 45.4398644, 45.4397007, 45.4396333, 45.4387288, 45.4394448, 45.4395006, 45.4396727, 45.4405802, 45.4406209, 45.4407549, 45.4415337, 45.4412962, 45.4414073]","[9.2366505, 9.2379132, 9.238102, 9.2378811, 9.2384525, 9.2386557, 9.2388721, 9.2390184, 9.2391746, 9.2392531, 9.2397548, 9.2399117, 9.2400083, 9.2400883, 9.2397474, 9.239607, 9.2377327, 9.2374436, 9.2377112, 9.2376822, 9.2373218, 9.2375137, 9.2381836, 9.2378687, 9.2366977, 9.2366505]"
industrial,"[45.4444319, 45.4444414, 45.4444471, 45.4444745, 45.4445068, 45.4445323, 45.4445625, 45.4445904, 45.444611, 45.4446321, 45.4446605, 45.4447283, 45.4453151, 45.4453547, 45.4457605, 45.4455949, 45.4454361, 45.4449603, 45.4447507, 45.4444319]","[9.2354037, 9.2354689, 9.2355076, 9.2356578, 9.235821, 9.2359578, 9.2361302, 9.2362791, 9.2363883, 9.2365017, 9.2366653, 9.2370554, 9.2368252, 9.2368097, 9.2351393, 9.2351277, 9.2351385, 9.2352228, 9.2352784, 9.2354037]"
allotments,"[45.4446605, 45.4444955, 45.4443033, 45.4443312, 45.4441638, 45.4441018, 45.4439871, 45.4441855, 45.4441607, 45.4441979, 45.4445017, 45.4450999, 45.4453151, 45.4447283, 45.4446605]","[9.2366653, 9.2367384, 9.2367517, 9.2371626, 9.23722, 9.2370875, 9.2371228, 9.2382052, 9.2382892, 9.238435, 9.2386338, 9.2374674, 9.2368252, 9.2370554, 9.2366653]"
brownfield,"[45.4439871, 45.4437405, 45.4438696, 45.4442728, 45.4444414, 45.4444471, 45.4444745, 45.4445068, 45.4445323, 45.4445625, 45.4445904, 45.444611, 45.4446321, 45.4446605, 45.4444955, 45.4443033, 45.4443312, 45.4441638, 45.4441018, 45.4439871]","[9.2371228, 9.2357386, 9.2356961, 9.2355284, 9.2354689, 9.2355076, 9.2356578, 9.235821, 9.2359578, 9.2361302, 9.2362791, 9.2363883, 9.2365017, 9.2366653, 9.2367384, 9.2367517, 9.2371626, 9.23722, 9.2370875, 9.2371228]"
commercial,"[45.4423838, 45.4424219, 45.4435432, 45.4436862, 45.4437149, 45.4430036, 45.4428748, 45.4428544, 45.4425551, 45.4423838]","[9.2380697, 9.2380555, 9.2376375, 9.2383707, 9.2385277, 9.2388197, 9.2388732, 9.2388817, 9.2390035, 9.2380697]"
industrial,"[45.4437149, 45.4437986, 45.4441069, 45.4441607, 45.4441855, 45.4439871, 45.4437405, 45.443614, 45.4433135, 45.4430544, 45.4429386, 45.4428776, 45.442497, 45.4421124, 45.4423838, 45.4424219, 45.4435432, 45.4436862, 45.4437149]","[9.2385277, 9.2384933, 9.2383662, 9.2382892, 9.2382052, 9.2371228, 9.2357386, 9.2357632, 9.2358854, 9.2359907, 9.2360378, 9.2360626, 9.2362173, 9.2363737, 9.2380697, 9.2380555, 9.2376375, 9.2383707, 9.2385277]"
brownfield,"[45.4420148, 45.4422823, 45.4417033, 45.441668, 45.4414073, 45.4420148]","[9.2363923, 9.2378811, 9.238102, 9.2379132, 9.2366505, 9.2363923]"
grass,"[45.4436703, 45.4437524, 45.4437882, 45.4439293, 45.4440046, 45.4442154, 45.4443076, 45.444371, 45.4444293, 45.4445017, 45.4441979, 45.4441607, 45.4441069, 45.4437986, 45.4439174, 45.4436703]","[9.2392148, 9.2395522, 9.2395683, 9.2395066, 9.2395012, 9.2393752, 9.239461, 9.2391628, 9.2388784, 9.2386338, 9.238435, 9.2382892, 9.2383662, 9.2384933, 9.2391123, 9.2392148]"
commercial,"[45.4387019, 45.4389745, 45.4390383, 45.4387019, 45.4387773, 45.4389813, 45.4391182, 45.4394525, 45.4401136, 45.4406434, 45.4407824, 45.4401664, 45.4401319, 45.4400518, 45.4399678, 45.4390929, 45.4387653, 45.4386875, 45.4381709, 45.4381592, 45.4381548, 45.4381548, 45.4381522, 45.4387019]","[9.2212855, 9.2210281, 9.2209679, 9.2202127, 9.2201473, 9.2199522, 9.2198441, 9.2195144, 9.2188949, 9.2200314, 9.2197235, 9.2183852, 9.218417, 9.2184899, 9.2185662, 9.2193613, 9.218669, 9.2185534, 9.2196194, 9.2196826, 9.2197418, 9.2198644, 9.2200733, 9.2212855]"
construction,"[45.4387019, 45.4390383, 45.4389745, 45.4392114, 45.4400104, 45.4401294, 45.4406434, 45.4401136, 45.4394525, 45.4391182, 45.4389813, 45.4387773, 45.4387019]","[9.2202127, 9.2209679, 9.2210281, 9.2215255, 9.2208002, 9.2210526, 9.2200314, 9.2188949, 9.2195144, 9.2198441, 9.2199522, 9.2201473, 9.2202127]"
residential,"[45.4401294, 45.4394428, 45.4393781, 45.4393385, 45.4387019, 45.4389745, 45.4392114, 45.4400104, 45.4401294]","[9.2210526, 9.2225178, 9.2226728, 9.2226776, 9.2212855, 9.2210281, 9.2215255, 9.2208002, 9.2210526]"
commercial,"[45.4401389, 45.4398202, 45.4397948, 45.4397485, 45.43971, 45.4396741, 45.4400335, 45.4401389]","[9.2224561, 9.2231494, 9.2231242, 9.2230764, 9.2230327, 9.2229915, 9.2222374, 9.2224561]"
retail,"[45.4401437, 45.4402784, 45.4403057, 45.4403102, 45.4400073, 45.4399376, 45.4398105, 45.4398213, 45.4401437]","[9.2224518, 9.2227161, 9.2227906, 9.2228255, 9.2234415, 9.2234415, 9.2231764, 9.2231521, 9.2224518]"
residential,"[45.4400383, 45.4401437, 45.4402784, 45.4403057, 45.4403102, 45.4400073, 45.4399438, 45.4398105, 45.4398213, 45.4396732, 45.4396572, 45.4395592, 45.439784, 45.4399684, 45.4401544, 45.4401758, 45.4405599, 45.4403999, 45.4401693, 45.4400383]","[9.2222331, 9.2224518, 9.2227161, 9.2227906, 9.2228255, 9.2234415, 9.2234282, 9.2231764, 9.2231521, 9.22299, 9.222973, 9.2231784, 9.2236644, 9.2239251, 9.2236335, 9.2235896, 9.2227747, 9.2224434, 9.2219661, 9.2222331]"
grass,"[45.4331472, 45.4330215, 45.4333929, 45.4332789, 45.4333344, 45.4334061, 45.4334739, 45.4335565, 45.4335904, 45.4336017, 45.4335906, 45.4335341, 45.4336659, 45.4334549, 45.433534, 45.4336107, 45.4337574, 45.4337989, 45.4338285, 45.43414, 45.4341367, 45.4331472]","[9.2415724, 9.2417839, 9.2422258, 9.2424449, 9.2425112, 9.2424632, 9.2424685, 9.2425112, 9.2426024, 9.2427043, 9.2428172, 9.242946, 9.2430908, 9.2436109, 9.2436645, 9.2435193, 9.243277, 9.2433269, 9.2433359, 9.2428263, 9.2427822, 9.2415724]"
grass,"[45.4366978, 45.436677, 45.4366394, 45.4366246, 45.4366199, 45.4366086, 45.4365983, 45.4365105, 45.4365255, 45.4365688, 45.4366639, 45.4366858, 45.4366978]","[9.2471623, 9.2471569, 9.2471998, 9.2472254, 9.2472295, 9.2472295, 9.2472228, 9.2471247, 9.2470832, 9.2470027, 9.2470778, 9.2471289, 9.2471623]"
brownfield,"[45.4394628, 45.440359, 45.4395403, 45.4389744, 45.4381827, 45.4378323, 45.4375257, 45.4374381, 45.4378525, 45.4383208, 45.4394628]","[9.2340091, 9.2343596, 9.23459, 9.2348013, 9.2350942, 9.2352286, 9.235339, 9.2347917, 9.2346285, 9.2344268, 9.2340091]"
industrial,"[45.4520648, 45.4521585, 45.452227, 45.452244, 45.4523025, 45.4522466, 45.4522264, 45.4521235, 45.4520902, 45.4520771, 45.4520648]","[9.2278195, 9.2277706, 9.2277349, 9.227726, 9.2279593, 9.227988, 9.2279984, 9.2280513, 9.2279197, 9.227868, 9.2278195]"
industrial,"[45.4524413, 45.4524055, 45.4523472, 45.4523955, 45.4524103, 45.4524961, 45.4525281, 45.4524413]","[9.2284154, 9.2284338, 9.2282068, 9.2281796, 9.2281713, 9.228123, 9.2283709, 9.2284154]"
grass,"[45.4532599, 45.4532534, 45.4532469, 45.4532132, 45.4532106, 45.4532106, 45.453214, 45.4542012, 45.4542038, 45.4542043, 45.4542008, 45.4541423, 45.4541345, 45.4541211, 45.4532599]","[9.2292914, 9.2292926, 9.2292951, 9.229321, 9.2293247, 9.2293296, 9.2293333, 9.2293194, 9.2293156, 9.2293101, 9.229307, 9.2292829, 9.2292805, 9.2292774, 9.2292914]"
retail,"[45.4511091, 45.4511345, 45.4512152, 45.4511658, 45.4510021, 45.4508679, 45.450842, 45.4507749, 45.4507358, 45.4506496, 45.4506485, 45.4507338, 45.4508364, 45.4509975, 45.4510789, 45.4511091]","[9.2258108, 9.2258709, 9.2260619, 9.2261049, 9.2262464, 9.2263624, 9.2263622, 9.2263626, 9.2263628, 9.2263632, 9.2260484, 9.2260457, 9.226044, 9.2259062, 9.2258366, 9.2258108]"
industrial,"[45.4510789, 45.4509975, 45.4508364, 45.4507338, 45.4506485, 45.450645, 45.4507302, 45.4508166, 45.4508949, 45.4509323, 45.4510028, 45.4510789]","[9.2258366, 9.2259062, 9.226044, 9.2260457, 9.2260484, 9.2254644, 9.2254647, 9.225462, 9.2253947, 9.2254853, 9.2256558, 9.2258366]"
grass,"[45.4574974, 45.4576347, 45.4576352, 45.4576317, 45.457626, 45.4576194, 45.4573792, 45.4574974]","[9.2465985, 9.2460963, 9.2460861, 9.2460803, 9.2460766, 9.2460803, 9.2464153, 9.2465985]"
allotments,"[45.4587924, 45.4588451, 45.458863, 45.4588987, 45.4589382, 45.4589025, 45.458878, 45.4588328, 45.4587924]","[9.2369589, 9.2369763, 9.2368919, 9.2367658, 9.2366451, 9.2366008, 9.2365888, 9.2367323, 9.2369589]"
allotments,"[45.4591939, 45.4592202, 45.4592884, 45.4593705, 45.4595239, 45.45951, 45.4593705, 45.4592884, 45.4592729, 45.4591939]","[9.2361534, 9.2362219, 9.2361799, 9.2361468, 9.236085, 9.2359922, 9.2360496, 9.2360872, 9.2361004, 9.2361534]"
grass,"[45.4621933, 45.4621921, 45.462259, 45.4621933]","[9.2363251, 9.2364187, 9.2363267, 9.2363251]"
residential,"[45.4442137, 45.4428563, 45.4427398, 45.4425798, 45.4427642, 45.4441091, 45.4447267, 45.445768, 45.4457734, 45.4457809, 45.4457819, 45.4458506, 45.4459826, 45.4461337, 45.4462416, 45.4462856, 45.4462968, 45.4461819, 45.4461245, 45.4461235, 45.444804, 45.4447546, 45.4447227, 45.4446435, 45.444529, 45.4444414, 45.4442931, 45.4442137]","[9.2235304, 9.2198294, 9.219621, 9.2191781, 9.2187784, 9.2159477, 9.2146914, 9.2129451, 9.2130781, 9.2132612, 9.2132797, 9.21483, 9.2178032, 9.2213021, 9.2238002, 9.2237985, 9.2240019, 9.2240031, 9.2239452, 9.2239266, 9.2239459, 9.2239418, 9.2239349, 9.223913, 9.2238266, 9.2237306, 9.2236202, 9.2235304]"
construction,"[45.4577292, 45.4577204, 45.4577093, 45.4576707, 45.4575609, 45.4574742, 45.4573066, 45.4573086, 45.4574666, 45.4574866, 45.4574977, 45.4577292]","[9.2175373, 9.2176217, 9.2178456, 9.217971, 9.2183244, 9.2183224, 9.2183128, 9.2176713, 9.2177008, 9.2175748, 9.217488, 9.2175373]"
grass,"[45.4406677, 45.4406282, 45.4405383, 45.4405778, 45.4406677]","[9.2268587, 9.2269238, 9.2268129, 9.2267478, 9.2268587]"
grass,"[45.4404061, 45.4403065, 45.4402687, 45.4403683, 45.4404061]","[9.2269627, 9.2271266, 9.22708, 9.2269161, 9.2269627]"
grass,"[45.4402889, 45.4401572, 45.44012, 45.4402518, 45.4402889]","[9.2271558, 9.2273726, 9.2273268, 9.2271099, 9.2271558]"
grass,"[45.4405656, 45.4404263, 45.4403873, 45.4405265, 45.4405656]","[9.2267025, 9.2269317, 9.2268835, 9.2266543, 9.2267025]"
grass,"[45.4403183, 45.4402762, 45.4401786, 45.4402207, 45.4403183]","[9.2274495, 9.2275186, 9.2273979, 9.2273287, 9.2274495]"
grass,"[45.4322894, 45.4325263, 45.4329599, 45.4330122, 45.4329971, 45.43297, 45.4329489, 45.4329218, 45.4328796, 45.4328243, 45.4327672, 45.4322894]","[9.261071, 9.2607856, 9.2615325, 9.2616484, 9.2617707, 9.2618349, 9.2618651, 9.2618973, 9.2619166, 9.2619209, 9.2618843, 9.261071]"
grass,"[45.4317147, 45.431677, 45.4315791, 45.4315534, 45.4315295, 45.4315189, 45.43101, 45.4310868, 45.4309573, 45.4310732, 45.4317147]","[9.2594853, 9.2595304, 9.2596399, 9.2596784, 9.2596913, 9.2596957, 9.2588523, 9.2587493, 9.2585198, 9.2583652, 9.2594853]"
construction,"[45.465165, 45.4652326, 45.464529, 45.4645177, 45.4644538, 45.4643484, 45.4643486, 45.4643568, 45.464379, 45.4644125, 45.4644652, 45.4645254, 45.4646307, 45.4655675, 45.4655638, 45.465165]","[9.2388291, 9.2397085, 9.2396896, 9.2393704, 9.239129, 9.2389466, 9.2388451, 9.2387526, 9.2386504, 9.2385716, 9.2384696, 9.2383892, 9.238273, 9.2382781, 9.2384804, 9.2388291]"
grass,"[45.4660626, 45.4661173, 45.4659764, 45.4659205, 45.4660626]","[9.2277572, 9.2276708, 9.2274871, 9.2275743, 9.2277572]"
grass,"[45.466127, 45.4663142, 45.4662602, 45.4660719, 45.466127]","[9.2276834, 9.2279275, 9.2280116, 9.2277692, 9.2276834]"
grass,"[45.4662956, 45.466349, 45.4665606, 45.466508, 45.4662956]","[9.2280572, 9.2279729, 9.2282488, 9.2283306, 9.2280572]"
grass,"[45.4665354, 45.4666091, 45.4666344, 45.4666634, 45.4666905, 45.4666953, 45.4666951, 45.466586, 45.4665354]","[9.2283658, 9.2284608, 9.228476, 9.2284709, 9.2284417, 9.228392, 9.2283379, 9.2282856, 9.2283658]"
grass,"[45.4379795, 45.4379795, 45.4379306, 45.4378176, 45.4376144, 45.4373471, 45.4372304, 45.4372455, 45.4373848, 45.4377559, 45.438243, 45.4378892, 45.4380548, 45.4381263, 45.4381813, 45.4382415, 45.4383145, 45.4383973, 45.4385178, 45.4385178, 45.438366, 45.4382814, 45.4382296, 45.4381698, 45.4382576, 45.4390567, 45.4391839, 45.4393009, 45.4404861, 45.441684, 45.4416965, 45.4417685, 45.4418151, 45.441964, 45.4422213, 45.4422627, 45.4424308, 45.4424057, 45.4417057, 45.441604, 45.4415325, 45.4409755, 45.4406593, 45.4405539, 45.4405163, 45.4403845, 45.4404071, 45.4404133, 45.4403657, 45.4402791, 45.4394851, 45.4391727, 45.439105, 45.4390861, 45.4390636, 45.4389996, 45.4383296, 45.4382053, 45.4381225, 45.438115, 45.4381112, 45.4380548, 45.4379908, 45.4379644, 45.4379644, 45.4379795]","[9.2484227, 9.2483208, 9.2481384, 9.2479453, 9.2478112, 9.2476234, 9.2474464, 9.2472962, 9.2470709, 9.2474169, 9.2459873, 9.245601, 9.2449734, 9.2453865, 9.2454964, 9.2455233, 9.2453972, 9.2452577, 9.2451558, 9.2449949, 9.2447454, 9.2446103, 9.2444403, 9.2442398, 9.24409, 9.2427076, 9.242696, 9.2426623, 9.2440508, 9.2455208, 9.2455808, 9.2455712, 9.2456076, 9.2456896, 9.2457083, 9.2460678, 9.2462957, 9.246336, 9.2462877, 9.2462823, 9.2462877, 9.2476717, 9.247779, 9.2478005, 9.2477897, 9.2479828, 9.2483208, 9.2486293, 9.2487929, 9.2489216, 9.2497316, 9.2501554, 9.2503539, 9.2505363, 9.2505953, 9.2506114, 9.2501662, 9.2500481, 9.249914, 9.2497477, 9.2493615, 9.2491469, 9.2490021, 9.2488465, 9.2486158, 9.2484227]"
grass,"[45.436685, 45.4363124, 45.4364949, 45.4365232, 45.4365533, 45.436685]","[9.2394186, 9.2395527, 9.2392442, 9.2392228, 9.2392523, 9.2394186]"
grass,"[45.438386, 45.4383732, 45.4377405, 45.4377537, 45.438386]","[9.2413178, 9.241339, 9.2405561, 9.2405346, 9.2413178]"
grass,"[45.4390922, 45.4390583, 45.4387534, 45.4387873, 45.4390922]","[9.2416475, 9.2417038, 9.2413068, 9.2412612, 9.2416475]"
grass,"[45.4393048, 45.439308, 45.4392979, 45.4392746, 45.4392409, 45.4392009, 45.4391594, 45.4391213, 45.4390914, 45.4390731, 45.4390687, 45.4390771, 45.4390964, 45.4391247, 45.4391593, 45.4391967, 45.4392333, 45.4392655, 45.4392901, 45.4393048]","[9.2422661, 9.2423194, 9.242377, 9.2424261, 9.242461, 9.2424773, 9.2424732, 9.2424491, 9.2424079, 9.2423546, 9.2422956, 9.2422434, 9.2421975, 9.2421624, 9.2421414, 9.2421368, 9.2421488, 9.2421764, 9.2422168, 9.2422661]"
grass,"[45.4391915, 45.439207, 45.4392013, 45.4391824, 45.4391524, 45.4390484, 45.4391118, 45.4391649, 45.4391915]","[9.2416967, 9.241736, 9.2417709, 9.2417955, 9.2418025, 9.2417737, 9.2416762, 9.2417405, 9.2416967]"
grass,"[45.4390203, 45.4389807, 45.4389717, 45.4389999, 45.4390203]","[9.242066, 9.2420419, 9.2420605, 9.2421034, 9.242066]"
grass,"[45.4389393, 45.4389286, 45.438418, 45.4384297, 45.4389393]","[9.2419963, 9.2420113, 9.2413849, 9.2413632, 9.2419963]"
grass,"[45.4385426, 45.4385464, 45.4385483, 45.4385309, 45.4385027, 45.4385426]","[9.2412371, 9.2412773, 9.2413122, 9.2413312, 9.2412937, 9.2412371]"
grass,"[45.4386461, 45.4386208, 45.4385861, 45.4386066, 45.4386329, 45.4386461]","[9.2413873, 9.2414286, 9.2413846, 9.2413605, 9.2413658, 9.2413873]"
grass,"[45.4387515, 45.4387233, 45.438616, 45.4385859, 45.4385708, 45.4385708, 45.4385878, 45.4386461, 45.4386856, 45.4386894, 45.4386555, 45.4387515]","[9.2412237, 9.241272, 9.2411459, 9.2411808, 9.2411459, 9.2411057, 9.2410708, 9.2410145, 9.2410359, 9.2410547, 9.241111, 9.2412237]"
grass,"[45.4377217, 45.4377126, 45.4370648, 45.4370786, 45.4377217]","[9.2404971, 9.2405156, 9.2397192, 9.2397093, 9.2404971]"
construction,"[45.4512777, 45.4513963, 45.451323, 45.451147, 45.4510684, 45.4510083, 45.45104, 45.451059, 45.4510785, 45.4511979, 45.4512777]","[9.204682, 9.2048946, 9.2050129, 9.205297, 9.205198, 9.2051222, 9.205071, 9.2050403, 9.2050088, 9.2048165, 9.204682]"
grass,"[45.4295002, 45.4294964, 45.4294889, 45.4294766, 45.4294578, 45.4294333, 45.4294164, 45.4293741, 45.4293609, 45.429338, 45.4293317, 45.4293213, 45.4293157, 45.4293323, 45.4293515, 45.4293505, 45.4293496, 45.4293581, 45.4293853, 45.4294183, 45.429449, 45.4294716, 45.4294942, 45.4295002]","[9.2467318, 9.2467077, 9.2466849, 9.2466567, 9.2466366, 9.2466366, 9.246646, 9.2466822, 9.246705, 9.2467744, 9.2468217, 9.2468538, 9.2469115, 9.2469125, 9.2468968, 9.246874, 9.2468445, 9.2468096, 9.2467774, 9.2467613, 9.2467516, 9.2467556, 9.2467516, 9.2467318]"
grass,"[45.4295077, 45.4294964, 45.429471, 45.4294268, 45.4294089, 45.4293995, 45.4293844, 45.4293822, 45.429433, 45.4294754, 45.4295215, 45.429546, 45.4295293, 45.4295237, 45.4295181, 45.4295077]","[9.2467881, 9.2467962, 9.2467962, 9.2468015, 9.2468136, 9.2468203, 9.2468512, 9.246879, 9.246875, 9.2468736, 9.246879, 9.2468991, 9.2468686, 9.2468471, 9.2468136, 9.2467881]"
grass,"[45.42971, 45.4296498, 45.4296404, 45.4296141, 45.4295924, 45.4295764, 45.4295839, 45.4296545, 45.429678, 45.4296909, 45.42971]","[9.2467989, 9.2469102, 9.2468994, 9.2468673, 9.2468257, 9.2467868, 9.2467586, 9.246709, 9.2467586, 9.2467757, 9.2467989]"
grass,"[45.4296112, 45.4295971, 45.4295661, 45.4295529, 45.4295472, 45.4295563, 45.4295676, 45.4295723, 45.4296112, 45.4296329, 45.4296395, 45.4296291, 45.4296112]","[9.2466326, 9.2466379, 9.2466433, 9.246646, 9.24665, 9.2466765, 9.2467073, 9.2467194, 9.2467023, 9.2466782, 9.2466567, 9.2466352, 9.2466326]"
grass,"[45.4325833, 45.4325513, 45.4325391, 45.4325033, 45.4324782, 45.4324751, 45.4324751, 45.4324967, 45.4325391, 45.4325833]","[9.2404365, 9.2404177, 9.2404097, 9.2403657, 9.2404677, 9.2405465, 9.2405827, 9.2406229, 9.2405491, 9.2404365]"
grass,"[45.4329861, 45.4329701, 45.432955, 45.4329372, 45.4329268, 45.4329136, 45.4329055, 45.4329017, 45.4329024, 45.4329183, 45.4329861]","[9.2418931, 9.2418743, 9.2418676, 9.2418703, 9.2418797, 9.2418971, 9.2419182, 9.2419464, 9.2419722, 9.2419977, 9.2418931]"
grass,"[45.4332195, 45.4332298, 45.4332402, 45.4332443, 45.4332383, 45.4332261, 45.4332123, 45.4331913, 45.4331734, 45.4331602, 45.4331549, 45.4332195]","[9.2421761, 9.2421922, 9.2422123, 9.2422347, 9.2422606, 9.2422928, 9.2423045, 9.2423129, 9.2423115, 9.2422954, 9.2422844, 9.2421761]"
grass,"[45.4368182, 45.4367542, 45.4367448, 45.4367225, 45.4366961, 45.4366874, 45.4366855, 45.4366845, 45.4366911, 45.4367052, 45.4367419, 45.4367535, 45.4367787, 45.4367448, 45.4367204, 45.4367053, 45.4367053, 45.4367204, 45.4368182]","[9.2386517, 9.2385699, 9.2385779, 9.2386481, 9.2387434, 9.2388408, 9.2389092, 9.2389588, 9.2390111, 9.2390527, 9.2391144, 9.2391323, 9.2391023, 9.2390593, 9.2390057, 9.238944, 9.2388743, 9.2388127, 9.2386517]"
recreation_ground,"[45.4364213, 45.4364082, 45.4363997, 45.4363969, 45.4363922, 45.4363752, 45.4363517, 45.4363479, 45.4363743, 45.4363875, 45.4364213, 45.4364364, 45.4364514, 45.4364618, 45.4364759, 45.4364985, 45.4365201, 45.4364985, 45.436474, 45.4364533, 45.436443, 45.4364392, 45.436442, 45.4364496, 45.4364213]","[9.2423791, 9.2423965, 9.2424153, 9.2424461, 9.2424703, 9.2424904, 9.2424984, 9.2425038, 9.2425695, 9.2425695, 9.2425239, 9.2425172, 9.2425186, 9.2425575, 9.2425615, 9.2425454, 9.2425186, 9.2424837, 9.242485, 9.242481, 9.2424716, 9.2424461, 9.2424247, 9.2424099, 9.2423791]"
